gender,saddays
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,1
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,2
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,3
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,4
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,5
men,6
men,6
men,6
men,6
men,6
men,6
men,6
men,6
men,6
men,6
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
men,7
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,0
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,1
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,2
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,3
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,4
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,5
women,6
women,6
women,6
women,6
women,6
women,6
women,6
women,6
women,6
women,6
women,6
women,6
women,6
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
women,7
