Gender,PolView
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,3
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,4
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,5
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,6
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Female,7
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,1
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,2
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,3
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,4
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,5
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,6
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
Male,7
