Gender,Hours
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,40
Female,41
Female,41
Female,42
Female,42
Female,42
Female,42
Female,42
Female,42
Female,42
Female,42
Female,42
Female,42
Female,43
Female,43
Female,43
Female,44
Female,44
Female,44
Female,44
Female,44
Female,44
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,45
Female,46
Female,46
Female,46
Female,46
Female,46
Female,46
Female,46
Female,46
Female,46
Female,48
Female,48
Female,48
Female,48
Female,48
Female,48
Female,48
Female,48
Female,48
Female,48
Female,48
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,50
Female,52
Female,52
Female,52
Female,53
Female,53
Female,55
Female,55
Female,55
Female,55
Female,55
Female,55
Female,55
Female,55
Female,56
Female,56
Female,58
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,60
Female,62
Female,62
Female,64
Female,65
Female,65
Female,65
Female,65
Female,65
Female,68
Female,68
Female,70
Female,70
Female,70
Female,70
Female,70
Female,70
Female,70
Female,75
Female,80
Female,80
Female,80
Female,80
Female,80
Female,89
Female,89
Female,89
Male,1
Male,2
Male,4
Male,4
Male,4
Male,8
Male,8
Male,8
Male,8
Male,8
Male,9
Male,9
Male,9
Male,9
Male,9
Male,9
Male,9
Male,9
Male,9
Male,9
Male,9
Male,10
Male,10
Male,11
Male,12
Male,12
Male,12
Male,14
Male,15
Male,15
Male,15
Male,15
Male,16
Male,16
Male,16
Male,16
Male,16
Male,18
Male,18
Male,18
Male,19
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,20
Male,21
Male,21
Male,22
Male,22
Male,24
Male,24
Male,24
Male,25
Male,25
Male,25
Male,25
Male,25
Male,26
Male,27
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,30
Male,32
Male,32
Male,32
Male,32
Male,32
Male,32
Male,32
Male,32
Male,33
Male,33
Male,34
Male,34
Male,34
Male,34
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,35
Male,36
Male,36
Male,36
Male,36
Male,36
Male,36
Male,36
Male,36
Male,37
Male,38
Male,38
Male,38
Male,38
Male,38
Male,38
Male,38
Male,38
Male,38
Male,39
Male,39
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,40
Male,41
Male,41
Male,41
Male,41
Male,42
Male,42
Male,42
Male,42
Male,42
Male,42
Male,42
Male,42
Male,43
Male,43
Male,43
Male,43
Male,43
Male,43
Male,43
Male,44
Male,44
Male,44
Male,44
Male,44
Male,44
Male,44
Male,44
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,45
Male,46
Male,46
Male,46
Male,46
Male,46
Male,47
Male,47
Male,47
Male,47
Male,47
Male,47
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,48
Male,49
Male,49
Male,49
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,50
Male,52
Male,52
Male,52
Male,52
Male,53
Male,53
Male,53
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,55
Male,56
Male,56
Male,57
Male,57
Male,57
Male,58
Male,58
Male,58
Male,59
Male,59
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,60
Male,62
Male,63
Male,64
Male,64
Male,65
Male,65
Male,65
Male,65
Male,65
Male,65
Male,65
Male,65
Male,68
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,70
Male,72
Male,72
Male,72
Male,75
Male,77
Male,80
Male,80
Male,80
Male,80
Male,80
Male,80
Male,80
Male,80
Male,80
Male,80
Male,85
Male,86
Male,89
Male,89
Male,89
Male,89
Male,89
